"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1981","618",,"618","0","158","0","71","0","64",,"13","0","6","0","136","0","52","0","127","0","4","0","-12","0,0104,","11",",0,0210,+","7.8",",0,0210,","1.77",",0,0904,","91","0,0709,+","6692",,"6692","0","36.09",",0","46.3",",0","48.4","0","57.4","0","39.3","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1982","585",,"585","0","153","0","83","0","82",,"18","0","8","0","133","0","61","0","140","0","0","0","-15","0,0117,","19",",0,0205,","7.7",",0,0406,","2.91",",0,0629,","89","0,0717,","7127",,"7127","0","36.70",",0","61.2",",0","48.4","0","57.5","0","39.2","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1983","889",,"889","0","145","0","78","0","38",,"11","0","7","0","133","0","48","0","129","0","18","0","-12","0,1223,","9",",0,1229,","8.0",",0,0321,","1.98",",0,0502,","94","0,0910,+","5969",,"5969","0","37.65",",0","49.6",",0","49.5","0","58.8","0","40.2","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1984","741",,"741","0","155","0","75","0","62",,"11","0","7","0","134","0","47","0","131","0","12","0","-17","0,0121,","11",",0,0201,+","3.9",",0,1111,+","1.80",",0,1111,","95","0,0723,","6908",,"6908","0","30.55",",0","37.0",",0","49.2","0","58.8","0","39.6","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1985","609",,"609","0","170","0","95","0","68",,"23","0","10","0","124","0","65","0","144","0","3","0","-16","0,0121,","13",",0,0216,+","5.0",",0,0304,","2.14",",0,1019,","92","0,0708,","6126",,"6126","0","43.19",",0","62.9",",0","48.7","0","57.9","0","39.5","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1986","689",,"689","0","156","0","82","0","65",,"18","0","4","0","142","0","41","0","147","0","7","0","-6","0,0127,","9",",0,0217,+","3.7",",0,1120,","1.82",",0,0925,","92","0,0719,+","6381",,"6381","0","35.79",",0","50.9",",0","49.5","0","58.5","0","40.4","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1987","978",,"978","0","151","0","78","0","59",,"20","0","3","0","132","0","32","0","145","0","29","0","-4","0,0125,","9",",0,0131,+","6.8",",0,0110,","2.87",",0,0822,","97","0,0720,","6012",,"6012","0","33.75",",0","58.2",",0","51.3","0","60.8","0","41.7","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1988","982",,"982","0","159","0","79","0","64",,"17","0","10","0","139","0","48","0","141","0","40","0","-13","0,0214,","11",",0,0212,+","7.0",",0,0211,","2.58",",0,0717,","101","0,0625,","6444",,"6444","0","37.92",",0","54.7",",0","49.4","0","59.5","0","39.3","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1989","609",,"609","0","158","0","85","0","59",,"17","0","8","0","150","0","58","0","142","0","2","0","-9","0,1222,","7",",0,1227,","4.0",",0,0106,","1.75",",0,0531,","91","0,0710,","6529",,"6529","0","36.15",",0","50.9",",0","47.8","0","57.3","0","38.3","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1990","650",,"650","0","147","0","83","0","51",,"13","0","2","0","128","0","22","0","144","0","7","0","-1","0,0225,","8",",0,0224,","6.9",",0,0215,","3.60",",0,0819,","97","0,0704,","6414",,"6414","0","47.23",",0","50.8",",0","50.7","0","60.2","0","41.3","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1991","978",,"978","0","152","0","81","0","46",,"15","0","2","0","124","0","44","0","153","0","18","0","0","0,0125,+","9",",0,0215,","5.8",",0,0214,","1.56",",0,0831,","95","0,0720,","5803",,"5803","0","32.87",",0","39.5",",0","51.3","0","60.8","0","41.8","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1992","390",,"390","0","168","0","90","0","45",,"13","0","1","0","130","0","30","0","127","0","3","0","-1","0,0119,","11",",0,0117,","9.4",",0,0114,","1.63",",0,0618,","91","0,0810,+","6320",,"6320","0","39.07",",0","51.8",",0","48.3","0","57.1","0","39.5","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1993","644",,"644","0","175","0","82","0","77",,"24","0","2","0","144","0","48","0","128","0","8","0","-3","0,0225,","9",",0,0223,","7.4",",0,0110,","1.44",",0,0104,","93","0,0827,","6575",,"6575","0","34.66",",0","73.5",",0","48.3","0","57.0","0","39.6","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1994","682",,"682","0","146","0","67","0","68",,"18","0","12","0","127","0","45","0","140","0","8","0","-22","0,0119,","9",",0,0227,+","9.6",",0,1207,","1.39",",0,1001,","95","0,0616,","6957",,"6957","0","34.35",",0","61.3",",0","49.2","0","59.0","0","39.3","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1995","869",,"869","0","158","0","74","0","78",,"17","0","4","0","142","0","61","0","144","0","15","0","-4","0,0205,","9",",0,0123,","5.6",",0,0121,","2.08",",0,0724,","98","0,0714,","6042",,"6042","0","34.84",",0","58.1",",0","49.0","0","58.3","0","39.7","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1996","673",,"673","0","173","0","82","0","57",,"22","0","10","0","150","0","58","0","131","0","6","0","-10","0,0203,","6",",0,0320,","6.5",",0,0320,","1.90",",0,1107,","93","0,0807,","7096",,"7096","0","34.07",",0","60.4",",0","47.7","0","56.9","0","38.5","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1997","522",,"522","0","184","0","90","0","57",,"23","0","4","0","134","0","43","0","121","0","7","0","-7","0,0119,","7",",0,1211,+","7.3",",0,1210,","2.01",",0,0726,","94","0,0714,","6699",,"6699","0","39.79",",0","65.4",",0","48.1","0","56.7","0","39.4","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1998","932",,"932","0","135","0","78","0",,,"10","0","0","0","105","0","22","0","156","0","11","0","7","0,1230,+",,,"5.0",",0,0321,","4.54",",0,0806,","96","0,0721,","5770",,"5770","0","39.18",",0","26.6",",0","53.2","0","62.5","0","43.8","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1999","851",,"851","0","139","0","74","0","51",,"20","0","5","0","124","0","37","0","157","0","17","0","-9","0,0105,","18",",0,0113,+","10.1",",0,0102,","2.12",",0,0929,","96","0,0730,","5731",,"5731","0","36.34",",0","75.7",",0","51.0","0","61.0","0","41.0","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2000",,,,,"168","0","91","0","66",,"23","0","7","0","124","0",,,,,,,"-6","0,1222,","18",",0,1213,","7.0",",0,1212,","3.17",",0,0625,",,,"5736",,"5736","0","45.92",",0","77.0",",0",,,,,"40.2","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2001","783",,"783","0","163","0","79","0","52",,"13","0","0","0","121","0","36","0","139","0","14","0","1","0,0102,","15",",0,0103,+","3.1",",0,0317,","2.23",",0,1016,","98","0,0808,",,,,,"38.38",",0","35.9",",0","51.0","0","60.1","0","41.9","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2002","1014",,"1014","0","159","0","75","0","51",,"14","0","0","0","142","0","29","0","142","0","30","0","2","0,1203,","8",",0,0131,+","7.6",",0,0130,","1.57",",0,0131,","96","0,0703,","5740",,"5740","0","30.83",",0","59.7",",0","50.8","0","60.3","0","41.2","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2003","579",,"579","0","174","0","86","0","63",,"23","0","3","0","137","0","57","0","144","0","5","0","-8","0,0303,","7",",0,0306,+","6.1",",0,0223,","1.54",",0,0922,","92","0,0821,","6698",,"6698","0","35.86",",0","57.7",",0","48.7","0","58.3","0","39.1","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2004","612",,"612","0","170","0","87","0","72",,"19","0","6","0","122","0","47","0","155","0","3","0","-6","0,0125,","12",",0,0128,","7.4",",0,1223,","2.19",",0,0521,","91","0,0827,","6121",,"6121","0","35.19",",0","58.2",",0","49.8","0","59.1","0","40.5","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2005","1017",,"1017","0","149","0","84","0","92",,"26","0","4","0","133","0","62","0","152","0","21","0","-3","0,0127,+","12",",0,0122,","9.3",",0,0122,","2.42",",0,0716,","95","0,0625,","6229",,"6229","0","35.37",",0","97.3",",0","50.5","0","59.9","0","41.1","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2006","742",,"742","0","161","0","93","0","15",,"7","0","0","0","111","0","17","0","137","0","10","0","1","0,0218,","4",",0,0211,+","4.7",",0,0118,","2.39",",0,0913,","95","0,0801,+","5703",,"5703","0","47.56",",0","25.6",",0","51.6","0","60.5","0","42.7","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2007","908",,"908","0","174","0","76","0","63",,"16","0","4","0","129","0","62","0","163","0","12","0","-6","0,0205,","10",",0,1216,","10.6",",0,1216,","1.68",",0,0820,","96","0,0708,","6014",,"6014","0","36.78",",0","58.5",",0","50.6","0","60.0","0","41.2","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2008","691",,"691","0","183","0","98","0","81",,"30","0","3","0","139","0","56","0","145","0","7","0","-1","0,1222,+","10",",0,1223,+","11.4",",0,0101,","2.08",",0,0914,","93","0,0903,","6248",,"6248","0","41.73",",0","105.8",",0","49.1","0","58.4","0","39.7","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2009","487",,"487","0","172","0","81","0","59",,"20","0","5","0","128","0","54","0","137","0","5","0","-10","0,0116,","12",",0,0130,+","6.6",",0,0110,","2.65",",0,0620,","93","0,0809,","6545",,"6545","0","41.30",",0","58.2",",0","48.8","0","58.0","0","39.6","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2010","978",,"978","0","148","0","74","0","71",,"15","0","0","0","128","0","58","0","151","0","12","0","3","0,0103,","13",",0,0226,","9.6",",0,0222,","2.64",",0,0606,","94","0,0707,","5879",,"5879","0","38.91",",0","54.4",",0","51.3","0","60.6","0","42.1","0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2011","949",,"949","K","178","K","102","K",,,,,"2","K","129","K","47","K","137","K","26","K","-2","K,0211,",,,,,"2.79",",K,0525,","99","K,0721,","6486",,"6486","K","51.09",",K",,,"50.5","K","59.4","K","41.6","K"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2012","1073",,"1073","7","149","7","72","7",,,,,"0","7","115","7","21","7","157","7","35","7","2","7,0120,",,,,,"0.98",",7,0809,","100","7,0717,+","5139",,"5139","7","27.02",",7",,,"53.4","7","63.4","7","43.4","7"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2013","758",,"758","7","178","7","81","7",,,,,"1","7","143","7","50","7","146","7","9","7","-3","7,0122,",,,,,"1.83",",7,0627,","94","7,0910,+","6172",,"6172","7","39.45",",7",,,"49.2","7","58.1","7","40.4","7"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2014","600",,"600","7","182","7","90","7",,,,,"14","7","137","7","66","7","141","7","1","7","-14","7,0107,",,,,,"1.60",",7,0512,","93","7,0905,","7091",,"7091","7","39.14",",7",,,"47.4","7","56.5","7","38.2","7"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2015","747",,"747","7","169","7","74","7",,,,,"16","7","113","7","53","7","153","7","7","7","-15","7,0220,",,,,,"2.00",",7,0614,","91","7,0907,+","6741",,"6741","7","34.98",",7",,,"50.1","7","59.6","7","40.6","7"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2016","1049",,"1049","7","165","7","85","7","54",,"20","7","1","7","121","7","38","7","155","7","22","7","-1","7,0214,","9",",7,1217,+","9.2",",7,1211,","2.51",",7,0816,","95","7,0723,","5393",,"5393","7","36.56",",7","64.7",",7","52.4","7","61.9","7","42.8","7"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2017","714",,"714","7","181","7","90","7","42",,"18","7","4","7","114","7","38","7","155","7","11","7","-17","7,1228,","10",",7,1214,","4.3",",7,1225,","1.70",",7,1118,","92","7,0923,+","5342",,"5342","7","40.83",",7","60.5",",7","51.0","7","61.1","7","41.0","7"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2018","849",,"849","7","181","7","94","7","53",,"24","7","9","7","158","7","38","7","149","7","19","7","-13","7,0107,","13",",7,0210,","7.0",",7,0209,","1.64",",7,0801,","95","7,0617,","6571",,"6571","7","42.21",",7","69.8",",7","49.2","7","59.0","7","39.3","7"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","2019","630",,"630","7","188","7","95","7","51",,"13","7","11","7","145","7","44","7","142","7","11","7","-18","7,0131,","10",",7,1112,","9.3",",7,1111,","1.75",",7,0610,","94","7,0720,","6670",,"6670","7","45.48",",7","59.5",",7","48.6","7","58.8","7","38.4","7"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","1999","541",,"541","W","131","W","57","W",,,,,"8","W","148","W","34","W","142","W","16","W","-14","W,0105,",,,,,"1.69",",W,0612,","94","W,0731,+",,,,,"27.86",",W",,,"48.3","W","59.9","W","36.6","W"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2000","465",,"465","W","142","W","68","W",,,,,"25","W","144","W","56","W","136","W","0","W","-18","W,1225,",,,,,"1.78",",W,0420,","89","W,0815,+","6513",,"6513","W","31.01",",W",,,"47.3","W","58.0","W","36.7","W"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2001","481",,"481","W","146","W","73","W",,,,,"4","W","144","W","39","W","127","W","9","W","-11","W,0102,",,,,,"1.41",",W,0919,","95","W,0807,","7013",,"7013","W","33.76",",W",,,"48.7","W","59.1","W","38.4","W"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2002","690",,"690","W","136","W","52","W",,,,,"3","W","164","W","34","W","134","W","24","W","-8","W,1204,",,,,,"1.91",",W,0722,","96","W,0703,+","6244",,"6244","W","26.44",",W",,,"48.3","W","59.2","W","37.4","W"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2003",,,,,"139","W","62","W",,,,,,,,,,,,,,,,,,,,,"1.82",",W,0721,",,,"7293",,"7293",,"32.26",",W",,,,,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2004",,,,,"159","W","68","W",,,,,,,,,,,,,,,,,,,,,"1.44",",W,0521,",,,,,,,"27.02",",W",,,,,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2005","608",,"608","B","138","B","65","B",,,,,"12","B","155","B","64","B","141","B","9","B","-16","B,0124,",,,,,"1.94",",B,1115,","93","B,0625,","7054",,"7054","B","26.69",",B",,,"47.1","B","58.0","B","36.3","B"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2006","447",,"447","W","156","W","74","W",,,,,"1","W","142","W","25","W","129","W","7","W","-1","W,0212,",,,,,"1.81",",W,0621,","93","W,0801,+","6236",,"6236","W","35.29",",W",,,"48.9","W","59.1","W","38.6","W"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2007","570",,"570","W","140","W","54","W",,,,,"8","W","148","W","60","W","152","W","13","W","-12","W,0205,",,,,,"1.24",",W,0820,","96","W,0708,","6672",,"6672","W","25.18",",W",,,"48.0","W","58.9","W","37.0","W"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2008","444",,"444","W","161","W","77","W",,,,,"4","W","153","W","52","W","145","W","8","W","-13","W,0103,",,,,,"2.28",",W,0913,","93","W,0903,+","6796",,"6796","W","30.32",",W",,,"46.9","W","58.0","W","35.8","W"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2009","326",,"326","W","161","W","65","W",,,,,"15","W","149","W","59","W","128","W","4","W","-19","W,0205,",,,,,"1.18",",W,0619,","94","W,0809,","7102",,"7102","W","30.26",",W",,,"46.7","W","57.8","W","35.5","W"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2010","684",,"684","W","115","W","58","W",,,,,"3","W","153","W","65","W","147","W","12","W","-9","W,0110,",,,,,"1.63",",W,0531,","93","W,0724,+","6393",,"6393","W","29.67",",W",,,"49.3","W","59.8","W","38.7","W"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2011","671",,"671","W","147","W","78","W",,,,,"11","W","144","W","51","W","131","W","18","W","-14","W,0211,",,,,,"4.00",",W,0727,","101","W,0721,","7055",,"7055","W","42.91",",W",,,"48.3","W","58.6","W","38.0","W"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2012","711",,"711","W",,,,,,,,,"1","W","131","W","19","W","152","W","36","W","-2","W,0120,",,,,,,,"102","W,0717,+","5588",,"5588","W",,,,,"51.0","W","62.9","W","39.0","W"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2013","554",,"554","W","137","W","75","W",,,,,"5","W","157","W","54","W","144","W","8","W","-9","W,1216,",,,,,"1.76",",W,0628,","93","W,0910,+","6658",,"6658","W","33.63",",W",,,"47.2","W","57.9","W","36.6","W"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2014","379",,"379","W","131","W","60","W",,,,,"33","W","154","W","71","W","133","W","3","W","-20","W,0212,",,,,,"1.03",",W,0811,","90","W,0826,+","7819",,"7819","W","21.61",",W",,,"44.8","W","55.8","W","33.7","W"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2015","474",,"474","W","123","W","59","W",,,,,"24","W","141","W","54","W","149","W","4","W","-30","W,0220,",,,,,"1.41",",W,0530,","91","W,0907,+","7336",,"7336","W","25.40",",W",,,"47.5","W","58.9","W","36.1","W"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2016","667",,"667","W","109","W","53","W",,,,,"4","W","149","W","42","W","149","W","18","W","-12","W,1219,",,,,,"1.68",",W,0929,","95","W,0723,","5919",,"5919","W","28.52",",W",,,"49.6","W","60.8","W","38.4","W"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2017","480",,"480","W","124","W","73","W",,,,,"9","W","129","W","42","W","148","W","9","W","-20","W,1228,",,,,,"1.54",",W,1118,","93","W,0926,","5952",,"5952","W","30.44",",W",,,"49.1","W","60.2","W","38.0","W"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2018","717",,"717","W",,,,,,,,,"10","W","165","W","36","W","146","W","14","W","-17","W,0106,",,,,,,,"93","W,0715,+","6760",,"6760","W",,,,,"48.2","W","58.5","W","38.0","W"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","42.22278","-83.74444","255.7","2019","537",,"537","W","123","W","59","W",,,,,"13","W","151","W","43","W","134","W","8","W","-20","W,0131,",,,,,"1.30",",W,0716,","94","W,0720,","6964",,"6964","W","28.21",",W",,,"47.7","W","58.2","W","37.2","W"
